"Mfr","Model","MfrName","ModelName"
"VID_03f0","PID_3724","Hewlett-Packard","Webcam"
"VID_03f0","PID_3802","Hewlett-Packard","PhotoSmart 100"
"VID_03f0","PID_3807","Hewlett-Packard","c485w Flash Drive"
"VID_03f0","PID_3817","Hewlett-Packard","LaserJet P2015 series"
"VID_03f0","PID_3902","Hewlett-Packard","PhotoSmart 130"
"VID_03f0","PID_3a02","Hewlett-Packard","PhotoSmart 7150"
"VID_03f0","PID_3a11","Hewlett-Packard","OfficeJet 5500 series"
"VID_03f0","PID_3a17","Hewlett-Packard","Printing Support"
"VID_03f0","PID_3b02","Hewlett-Packard","PhotoSmart 7150~"
"VID_03f0","PID_3b05","Hewlett-Packard","Scanjet N8460"
"VID_03f0","PID_3b11","Hewlett-Packard","PSC 1300 series"
"VID_03f0","PID_3b17","Hewlett-Packard","LaserJet M1005 MFP"
"VID_03f0","PID_3c02","Hewlett-Packard","PhotoSmart 7350"
"VID_03f0","PID_3c11","Hewlett-Packard","PSC 1358"
"VID_03f0","PID_3c17","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_3d02","Hewlett-Packard","PhotoSmart 7350~"
"VID_03f0","PID_3d11","Hewlett-Packard","OfficeJet 4215"
"VID_03f0","PID_3d17","Hewlett-Packard","LaserJet P1005"
"VID_03f0","PID_3e02","Hewlett-Packard","PhotoSmart 7550"
"VID_03f0","PID_3e17","Hewlett-Packard","LaserJet P1006"
"VID_03f0","PID_3f02","Hewlett-Packard","PhotoSmart 7550~"
"VID_03f0","PID_3f11","Hewlett-Packard","PSC-1315/PSC-1317"
"VID_03f0","PID_4002","Hewlett-Packard","PhotoSmart 635/715/720/735/935 (storage)"
"VID_03f0","PID_4004","Hewlett-Packard","cp1160"
"VID_03f0","PID_4102","Hewlett-Packard","PhotoSmart 618"
"VID_03f0","PID_4105","Hewlett-Packard","ScanJet 4370"
"VID_03f0","PID_4111","Hewlett-Packard","OfficeJet 7200 series"
"VID_03f0","PID_4117","Hewlett-Packard","LaserJet 1018"
"VID_03f0","PID_4202","Hewlett-Packard","PhotoSmart 812"
"VID_03f0","PID_4205","Hewlett-Packard","ScanJet G3010"
"VID_03f0","PID_4211","Hewlett-Packard","OfficeJet 7300 series"
"VID_03f0","PID_4217","Hewlett-Packard","EWS CM1015"
"VID_03f0","PID_4302","Hewlett-Packard","PhotoSmart 850 (ptp)"
"VID_03f0","PID_4305","Hewlett-Packard","ScanJet G3110"
"VID_03f0","PID_4311","Hewlett-Packard","OfficeJet 7400 series"
"VID_03f0","PID_4317","Hewlett-Packard","Color LaserJet CM1017"
"VID_03f0","PID_4402","Hewlett-Packard","PhotoSmart 935 (ptp)"
"VID_03f0","PID_4417","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_4502","Hewlett-Packard","PhotoSmart 945 (PTP mode)"
"VID_03f0","PID_4505","Hewlett-Packard","ScanJet G4010"
"VID_03f0","PID_4507","Hewlett-Packard","External HDD"
"VID_03f0","PID_4511","Hewlett-Packard","PhotoSmart 2600"
"VID_03f0","PID_4512","Hewlett-Packard","E709n [Officejet 6500 Wireless]"
"VID_03f0","PID_4517","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_4605","Hewlett-Packard","ScanJet G4050"
"VID_03f0","PID_4611","Hewlett-Packard","PhotoSmart 2700"
"VID_03f0","PID_4717","Hewlett-Packard","Color LaserJet CP1215"
"VID_03f0","PID_4811","Hewlett-Packard","PSC 1600"
"VID_03f0","PID_4911","Hewlett-Packard","PSC 2350"
"VID_03f0","PID_4b11","Hewlett-Packard","OfficeJet 6200"
"VID_03f0","PID_4c11","Hewlett-Packard","PSC 1500 series"
"VID_03f0","PID_4c17","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_4d11","Hewlett-Packard","PSC 1400"
"VID_03f0","PID_4d17","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_4e11","Hewlett-Packard","PhotoSmart 2570 series"
"VID_03f0","PID_4f11","Hewlett-Packard","OfficeJet 5600 (USBHUB)"
"VID_03f0","PID_4f17","Hewlett-Packard","Color LaserJet CM1312 MFP"
"VID_03f0","PID_5004","Hewlett-Packard","DeskJet 995c"
"VID_03f0","PID_5011","Hewlett-Packard","PhotoSmart 3100 series"
"VID_03f0","PID_5017","Hewlett-Packard","EWS UPD"
"VID_03f0","PID_5111","Hewlett-Packard","PhotoSmart 3200 series"
"VID_03f0","PID_5211","Hewlett-Packard","PhotoSmart 3300 series"
"VID_03f0","PID_5311","Hewlett-Packard","OfficeJet 6300"
"VID_03f0","PID_5312","Hewlett-Packard","Officejet Pro 8500A"
"VID_03f0","PID_5411","Hewlett-Packard","OfficeJet 4300"
"VID_03f0","PID_5511","Hewlett-Packard","DeskJet F300 series"
"VID_03f0","PID_5611","Hewlett-Packard","PhotoSmart C3180"
"VID_03f0","PID_5617","Hewlett-Packard","LaserJet M1120 MFP"
"VID_03f0","PID_5711","Hewlett-Packard","PhotoSmart C4100 series"
"VID_03f0","PID_5717","Hewlett-Packard","LaserJet M1120n MFP"
"VID_03f0","PID_5811","Hewlett-Packard","PhotoSmart C5100 series"
"VID_03f0","PID_5817","Hewlett-Packard","LaserJet M1319f MFP"
"VID_03f0","PID_5911","Hewlett-Packard","PhotoSmart C6180"
"VID_03f0","PID_5a11","Hewlett-Packard","PhotoSmart C7100 series"
"VID_03f0","PID_5b11","Hewlett-Packard","OfficeJet J2100 series"
"VID_03f0","PID_5c11","Hewlett-Packard","PhotoSmart C4200 Printer series"
"VID_03f0","PID_5c12","Hewlett-Packard","OfficeJet 6700"
"VID_03f0","PID_5c17","Hewlett-Packard","LaserJet P2055 series"
"VID_03f0","PID_5d11","Hewlett-Packard","PhotoSmart C5200 series"
"VID_03f0","PID_5e11","Hewlett-Packard","PhotoSmart D7400 series"
"VID_03f0","PID_6004","Hewlett-Packard","DeskJet 5550"
"VID_03f0","PID_6102","Hewlett-Packard","Hewlett Packard Digital Camera"
"VID_03f0","PID_6104","Hewlett-Packard","DeskJet 5650c"
"VID_03f0","PID_6117","Hewlett-Packard","color LaserJet 3550"
"VID_03f0","PID_6202","Hewlett-Packard","PhotoSmart 215"
"VID_03f0","PID_6204","Hewlett-Packard","DeskJet 5150c"
"VID_03f0","PID_6217","Hewlett-Packard","Color LaserJet 4700"
"VID_03f0","PID_6302","Hewlett-Packard","PhotoSmart 318/612"
"VID_03f0","PID_6317","Hewlett-Packard","Color LaserJet 4730mfp"
"VID_03f0","PID_6402","Hewlett-Packard","PhotoSmart 715 (ptp)"
"VID_03f0","PID_6411","Hewlett-Packard","PhotoSmart C8100 series"
"VID_03f0","PID_6417","Hewlett-Packard","LaserJet 5200"
"VID_03f0","PID_6502","Hewlett-Packard","PhotoSmart 120 (ptp)"
"VID_03f0","PID_6511","Hewlett-Packard","PhotoSmart C7200 series"
"VID_03f0","PID_6602","Hewlett-Packard","PhotoSmart 320"
"VID_03f0","PID_6611","Hewlett-Packard","PhotoSmart C4380 series"
"VID_03f0","PID_6617","Hewlett-Packard","LaserJet 5200L"
"VID_03f0","PID_6702","Hewlett-Packard","PhotoSmart 720 (ptp)"
"VID_03f0","PID_6717","Hewlett-Packard","Color LaserJet 3000"
"VID_03f0","PID_6802","Hewlett-Packard","PhotoSmart 620 (ptp)"
"VID_03f0","PID_6811","Hewlett-Packard","PhotoSmart D5300 series"
"VID_03f0","PID_6817","Hewlett-Packard","Color LaserJet 3800"
"VID_03f0","PID_6911","Hewlett-Packard","PhotoSmart D7200 series"
"VID_03f0","PID_6917","Hewlett-Packard","Color LaserJet 3600"
"VID_03f0","PID_6a02","Hewlett-Packard","PhotoSmart 735 (ptp)"
"VID_03f0","PID_6a11","Hewlett-Packard","PhotoSmart C6200 series"
"VID_03f0","PID_6a17","Hewlett-Packard","LaserJet 4240"
"VID_03f0","PID_6b02","Hewlett-Packard","PhotoSmart R707 (PTP mode)"
"VID_03f0","PID_6b11","Hewlett-Packard","Photosmart C4500 series"
"VID_03f0","PID_6c17","Hewlett-Packard","Color LaserJet 4610"
"VID_03f0","PID_6f17","Hewlett-Packard","Color LaserJet CP6015 series"
"VID_03f0","PID_7004","Hewlett-Packard","DeskJet 3320c"
"VID_03f0","PID_7102","Hewlett-Packard","PhotoSmart 635 (PTP mode)"
"VID_03f0","PID_7104","Hewlett-Packard","DeskJet 3420c"
"VID_03f0","PID_7117","Hewlett-Packard","CM8060 Color MFP with Edgeline Technology"
"VID_03f0","PID_7202","Hewlett-Packard","PhotoSmart 43x (ptp)"
"VID_03f0","PID_7204","Hewlett-Packard","DeskJet 36xx"
"VID_03f0","PID_7217","Hewlett-Packard","LaserJet M5035 MFP"
"VID_03f0","PID_7302","Hewlett-Packard","PhotoSmart M307 (PTP mode)"
"VID_03f0","PID_7304","Hewlett-Packard","DeskJet 35xx"
"VID_03f0","PID_7311","Hewlett-Packard","Photosmart Premium C309"
"VID_03f0","PID_7317","Hewlett-Packard","LaserJet P3005"
"VID_03f0","PID_7404","Hewlett-Packard","Printing Support"
"VID_03f0","PID_7417","Hewlett-Packard","LaserJet M4345 MFP"
"VID_03f0","PID_7504","Hewlett-Packard","Printing Support"
"VID_03f0","PID_7517","Hewlett-Packard","LaserJet M3035 MFP"
"VID_03f0","PID_7604","Hewlett-Packard","DeskJet 3940"
"VID_03f0","PID_7611","Hewlett-Packard","DeskJet F2492 All-in-One"
"VID_03f0","PID_7617","Hewlett-Packard","LaserJet P3004"
"VID_03f0","PID_7702","Hewlett-Packard","PhotoSmart R817 (PTP mode)"
"VID_03f0","PID_7704","Hewlett-Packard","DeskJet D4100"
"VID_03f0","PID_7717","Hewlett-Packard","CM8050 Color MFP with Edgeline Technology"
"VID_03f0","PID_7804","Hewlett-Packard","DeskJet D1360"
"VID_03f0","PID_7817","Hewlett-Packard","Color LaserJet CP3505"
"VID_03f0","PID_7917","Hewlett-Packard","LaserJet M5025 MFP"
"VID_03f0","PID_7a02","Hewlett-Packard","PhotoSmart M415 (PTP mode)"
"VID_03f0","PID_7a04","Hewlett-Packard","DeskJet D2460"
"VID_03f0","PID_7a17","Hewlett-Packard","LaserJet M3027 MFP"
"VID_03f0","PID_7b02","Hewlett-Packard","PhotoSmart M23 (PTP mode)"
"VID_03f0","PID_7b17","Hewlett-Packard","Color LaserJet CP4005"
"VID_03f0","PID_7c17","Hewlett-Packard","Color LaserJet CM6040 series"
"VID_03f0","PID_7d04","Hewlett-Packard","DeskJet F2100 Printer series"
"VID_03f0","PID_7d17","Hewlett-Packard","Color LaserJet CM4730 MFP"
"VID_03f0","PID_7e04","Hewlett-Packard","DeskJet F4100 Printer series"
"VID_03f0","PID_8017","Hewlett-Packard","LaserJet P4515"
"VID_03f0","PID_8104","Hewlett-Packard","Printing Support"
"VID_03f0","PID_8117","Hewlett-Packard","LaserJet P4015"
"VID_03f0","PID_811c","Hewlett-Packard","Ethernet HN210E"
"VID_03f0","PID_8204","Hewlett-Packard","Printing Support"
"VID_03f0","PID_8207","Hewlett-Packard","FHA-3510 2.4GHz Wireless Optical Mobile Mouse"
"VID_03f0","PID_8217","Hewlett-Packard","LaserJet P4014"
"VID_03f0","PID_8317","Hewlett-Packard","LaserJet M9050 MFP"
"VID_03f0","PID_8404","Hewlett-Packard","DeskJet 6800 series"
"VID_03f0","PID_8417","Hewlett-Packard","LaserJet M9040 MFP"
"VID_03f0","PID_8504","Hewlett-Packard","DeskJet 6600 series"
"VID_03f0","PID_8604","Hewlett-Packard","DeskJet 5440"
"VID_03f0","PID_8607","Hewlett-Packard","Optical Mobile Mouse"
"VID_03f0","PID_8704","Hewlett-Packard","DeskJet 5940"
"VID_03f0","PID_8711","Hewlett-Packard","Deskjet 2050 J510"
"VID_03f0","PID_8804","Hewlett-Packard","DeskJet 6980 series"
"VID_03f0","PID_8904","Hewlett-Packard","DeskJet 6940 series"
"VID_03f0","PID_8c07","Hewlett-Packard","Digital Stereo Headset"
"VID_03f0","PID_8c11","Hewlett-Packard","Deskjet F4500 series"
"VID_03f0","PID_9002","Hewlett-Packard","PhotoSmart M437"
"VID_03f0","PID_9102","Hewlett-Packard","PhotoSmart M537"
"VID_03f0","PID_9302","Hewlett-Packard","PhotoSmart R930 series"
"VID_03f0","PID_9402","Hewlett-Packard","PhotoSmart R837"
"VID_03f0","PID_9502","Hewlett-Packard","PhotoSmart R840 series"
"VID_03f0","PID_9602","Hewlett-Packard","PhotoSmart M730 series"
"VID_03f0","PID_9702","Hewlett-Packard","PhotoSmart R740 series"
"VID_03f0","PID_9802","Hewlett-Packard","PhotoSmart Mz60 series"
"VID_03f0","PID_9902","Hewlett-Packard","PhotoSmart M630 series"
"VID_03f0","PID_9a02","Hewlett-Packard","PhotoSmart E330 series"
"VID_03f0","PID_9b02","Hewlett-Packard","PhotoSmart M540 series"
"VID_03f0","PID_9b07","Hewlett-Packard","Portable Drive"
"VID_03f0","PID_9c02","Hewlett-Packard","PhotoSmart M440 series"
"VID_03f0","PID_a004","Hewlett-Packard","DeskJet 5850c"
"VID_03f0","PID_a011","Hewlett-Packard","Deskjet 3050A"
"VID_03f0","PID_b002","Hewlett-Packard","PhotoSmart 7200 series"
"VID_03f0","PID_b102","Hewlett-Packard","PhotoSmart 7200 series"
"VID_03f0","PID_b107","Hewlett-Packard","v255w/c310w Flash Drive"
"VID_03f0","PID_b116","Hewlett-Packard","Webcam"
"VID_03f0","PID_b202","Hewlett-Packard","PhotoSmart 7600 series"
"VID_03f0","PID_b302","Hewlett-Packard","PhotoSmart 7600 series"
"VID_03f0","PID_b402","Hewlett-Packard","PhotoSmart 7700 series"
"VID_03f0","PID_b502","Hewlett-Packard","PhotoSmart 7700 series"
"VID_03f0","PID_b602","Hewlett-Packard","PhotoSmart 7900 series"
"VID_03f0","PID_b702","Hewlett-Packard","PhotoSmart 7900 series"
"VID_03f0","PID_b802","Hewlett-Packard","PhotoSmart 7400 series"
"VID_03f0","PID_b902","Hewlett-Packard","PhotoSmart 7800 series"
"VID_03f0","PID_ba02","Hewlett-Packard","PhotoSmart 8100 series"
"VID_03f0","PID_bb02","Hewlett-Packard","PhotoSmart 8400 series"
"VID_03f0","PID_bc02","Hewlett-Packard","PhotoSmart 8700 series"
"VID_03f0","PID_bd02","Hewlett-Packard","PhotoSmart Pro B9100 series"
"VID_03f0","PID_bef4","Hewlett-Packard","NEC Picty760"
"VID_03f0","PID_c002","Hewlett-Packard","PhotoSmart 7800 series"
"VID_03f0","PID_c102","Hewlett-Packard","PhotoSmart 8000 series"
"VID_03f0","PID_c202","Hewlett-Packard","PhotoSmart 8200 series"
"VID_03f0","PID_c302","Hewlett-Packard","DeskJet D2300"
"VID_03f0","PID_c402","Hewlett-Packard","PhotoSmart D5100 series"
"VID_03f0","PID_c502","Hewlett-Packard","PhotoSmart D6100 series"
"VID_03f0","PID_c602","Hewlett-Packard","PhotoSmart D7100 series"
"VID_03f0","PID_c702","Hewlett-Packard","PhotoSmart D7300 series"
"VID_03f0","PID_c802","Hewlett-Packard","PhotoSmart D5060 Printer"
"VID_03f0","PID_d104","Hewlett-Packard","Bluetooth Dongle"
"VID_03f0","PID_efbe","Hewlett-Packard","NEC Picty900"
"VID_03f0","PID_f0be","Hewlett-Packard","NEC Picty920"
"VID_03f0","PID_f1be","Hewlett-Packard","NEC Picty800"
"VID_03f1","","Genoa Technology",""
"VID_03f2","","Oak Technology, Inc.",""
"VID_03f3","","Adaptec, Inc.",""
"VID_03f3","PID_0020","Adaptec, Inc.","AWN-8020 WLAN [Intersil PRISM 2.5]"
"VID_03f3","PID_0080","Adaptec, Inc.","AVC-1100 Audio Capture"
"VID_03f3","PID_0083","Adaptec, Inc.","AVC-2200 Device"
"VID_03f3","PID_0087","Adaptec, Inc.","AVC-2210 Loader"
"VID_03f3","PID_0088","Adaptec, Inc.","AVC-2210 Device"
"VID_03f3","PID_008b","Adaptec, Inc.","AVC-2310 Loader"
"VID_03f3","PID_008c","Adaptec, Inc.","AVC-2310 Device"
"VID_03f3","PID_0094","Adaptec, Inc.","eHome Infrared Receiver"
"VID_03f3","PID_009b","Adaptec, Inc.","AVC-1410 GameBridge TV NTSC"
"VID_03f3","PID_2000","Adaptec, Inc.","USBXchange"
"VID_03f3","PID_2001","Adaptec, Inc.","USBXchange Adapter"
"VID_03f3","PID_2002","Adaptec, Inc.","USB2-Xchange"
"VID_03f3","PID_2003","Adaptec, Inc.","USB2-Xchange Adapter"
"VID_03f3","PID_4000","Adaptec, Inc.","4-port hub"
"VID_03f3","PID_adcc","Adaptec, Inc.","Composite Device Support"
"VID_03f4","","Diebold, Inc.",""
"VID_03f5","","Siemens Electromechanical",""
"VID_03f8","","Epson Imaging Technology Center",""
"VID_03f9","","KeyTronic Corp.",""
"VID_03f9","PID_0100","KeyTronic Corp.","KT-2001 Keyboard"
"VID_03f9","PID_0101","KeyTronic Corp.","Keyboard"
"VID_03f9","PID_0102","KeyTronic Corp.","Keyboard Mouse"
"VID_03fb","","OPTi, Inc.",""
"VID_03fc","","Elitegroup Computer Systems",""
"VID_03fd","","Xilinx, Inc.",""
"VID_03fe","","Farallon Comunications",""
"VID_0400","","National Semiconductor Corp.",""
"VID_0400","PID_05dc","National Semiconductor Corp.","Rigol Technologies DS1000USB Oscilloscope"
"VID_0400","PID_0807","National Semiconductor Corp.","Bluetooth Dongle"
"VID_0400","PID_080a","National Semiconductor Corp.","Bluetooth Device"
"VID_0400","PID_09c4","National Semiconductor Corp.","Rigol Technologies DG1022 Arbitrary Waveform Generator"
"VID_0400","PID_1000","National Semiconductor Corp.","Mustek BearPaw 1200 Scanner"
"VID_0400","PID_1001","National Semiconductor Corp.","Mustek BearPaw 2400 Scanner"
"VID_0400","PID_1237","National Semiconductor Corp.","Hub"
"VID_0400","PID_a000","National Semiconductor Corp.","Smart Display Reference Device"
"VID_0400","PID_c359","National Semiconductor Corp.","Logitech Harmony"
"VID_0400","PID_c35b","National Semiconductor Corp.","Printing Support"
"VID_0400","PID_c55d","National Semiconductor Corp.","Rigol Technologies DS5000USB Oscilloscope"
"VID_0401","","National Registry, Inc.",""
"VID_0402","","ALi Corp.",""
"VID_0402","PID_5462","ALi Corp.","M5462 IDE Controller"
"VID_0402","PID_5602","ALi Corp.","M5602 Video Camera Controller"
"VID_0402","PID_5603","ALi Corp.","M5603 Video Camera Controller"
"VID_0402","PID_5606","ALi Corp.","M5606 Video Camera Controller [UVC]"
"VID_0402","PID_5621","ALi Corp.","M5621 High-Speed IDE Controller"
"VID_0402","PID_5623","ALi Corp.","M5623 Scanner Controller"
"VID_0402","PID_5627","ALi Corp.","Welland ME-740PS USB2 3.5 Power Saving Enclosure"
"VID_0402","PID_5632","ALi Corp.","M5632 Host-to-Host Link"
"VID_0402","PID_5635","ALi Corp.","M5635 Flash Card Reader"
"VID_0402","PID_5636","ALi Corp.","USB 2.0 Storage Device"
"VID_0402","PID_5637","ALi Corp.","M5637 IDE Controller"
"VID_0402","PID_5661","ALi Corp.","M5661 MP3 player"
"VID_0402","PID_5667","ALi Corp.","M5667 MP3 player"
"VID_0402","PID_9665","ALi Corp.","Gateway Webcam"
"VID_0403","","Future Technology Devices International, Ltd",""
"VID_0403","PID_0000","Future Technology Devices International, Ltd","H4SMK 7 Port Hub"
"VID_0403","PID_0232","Future Technology Devices International, Ltd","Serial Converter"
"VID_0403","PID_1060","Future Technology Devices International, Ltd","JTAG adapter"
"VID_0403","PID_6001","Future Technology Devices International, Ltd","FT232 USB-Serial (UART) IC"
"VID_0403","PID_6002","Future Technology Devices International, Ltd","Lumel PD12"
"VID_0403","PID_6007","Future Technology Devices International, Ltd","Serial Converter"
"VID_0403","PID_6008","Future Technology Devices International, Ltd","Serial Converter"
"VID_0403","PID_6009","Future Technology Devices International, Ltd","Serial Converter"
"VID_0403","PID_6010","Future Technology Devices International, Ltd","FT2232C Dual USB-UART/FIFO IC"
"VID_0403","PID_6011","Future Technology Devices International, Ltd","FT4232H Quad HS USB-UART/FIFO IC"
"VID_0403","PID_6014","Future Technology Devices International, Ltd","FT232H Single HS USB-UART/FIFO IC"
"VID_0403","PID_6015","Future Technology Devices International, Ltd","Bridge(I2C/SPI/UART/FIFO)"
"VID_0403","PID_8028","Future Technology Devices International, Ltd","Dev board JTAG (FT232H based)"
"VID_0403","PID_8040","Future Technology Devices International, Ltd","4 Port Hub"
"VID_0403","PID_8070","Future Technology Devices International, Ltd","7 Port Hub"
"VID_0403","PID_8370","Future Technology Devices International, Ltd","7 Port Hub"
"VID_0403","PID_8371","Future Technology Devices International, Ltd","PS/2 Keyboard And Mouse"
"VID_0403","PID_8372","Future Technology Devices International, Ltd","FT8U100AX Serial Port"
"VID_0403","PID_8a28","Future Technology Devices International, Ltd","Rainforest Automation ZigBee Controller"
"VID_0403","PID_8a98","Future Technology Devices International, Ltd","TIAO Multi-Protocol Adapter"
"VID_0403","PID_9e90","Future Technology Devices International, Ltd","Marvell OpenRD Base/Client"
"VID_0403","PID_9f80","Future Technology Devices International, Ltd","Ewert Energy Systems CANdapter"
"VID_0403","PID_a6d0","Future Technology Devices International, Ltd","Texas Instruments XDS100v2 JTAG / BeagleBone A3"
"VID_0403","PID_a951","Future Technology Devices International, Ltd","HCP HIT GSM/GPRS modem [Cinterion MC55i]"
"VID_0403","PID_abb8","Future Technology Devices International, Ltd","Lego Mindstorms NXTCam"
"VID_0403","PID_b810","Future Technology Devices International, Ltd","US Interface Navigator (CAT and 2nd PTT lines)"
"VID_0403","PID_b811","Future Technology Devices International, Ltd","US Interface Navigator (WKEY and FSK lines)"
"VID_0403","PID_b812","Future Technology Devices International, Ltd","US Interface Navigator (RS232 and CONFIG lines)"
"VID_0403","PID_b9b0","Future Technology Devices International, Ltd","Fujitsu SK-16FX-100PMC V1.1"
"VID_0403","PID_baf8","Future Technology Devices International, Ltd","Amontec JTAGkey"
"VID_0403","PID_bcd8","Future Technology Devices International, Ltd","Stellaris Development Board"
"VID_0403","PID_bcd9","Future Technology Devices International, Ltd","Stellaris Evaluation Board"
"VID_0403","PID_bcda","Future Technology Devices International, Ltd","Stellaris ICDI Board"
"VID_0403","PID_bdc8","Future Technology Devices International, Ltd","Egnite GmbH - JTAG/RS-232 adapter"
"VID_0403","PID_bfd8","Future Technology Devices International, Ltd","OpenDCC"
"VID_0403","PID_bfd9","Future Technology Devices International, Ltd","OpenDCC (Sniffer)"
"VID_0403","PID_bfda","Future Technology Devices International, Ltd","OpenDCC (Throttle)"
"VID_0403","PID_bfdb","Future Technology Devices International, Ltd","OpenDCC (Gateway)"
"VID_0403","PID_bfdc","Future Technology Devices International, Ltd","OpenDCC (GBM)"
"VID_0403","PID_c630","Future Technology Devices International, Ltd","lcd2usb interface"
"VID_0403","PID_c631","Future Technology Devices International, Ltd","i2c-tiny-usb interface"
"VID_0403","PID_c632","Future Technology Devices International, Ltd","xu1541 c64 floppy drive interface"
"VID_0403","PID_c633","Future Technology Devices International, Ltd","TinyCrypt dongle"
"VID_0403","PID_c634","Future Technology Devices International, Ltd","glcd2usb interface"
"VID_0403","PID_c7d0","Future Technology Devices International, Ltd","RR-CirKits LocoBuffer-USB"
"VID_0403","PID_c8b8","Future Technology Devices International, Ltd","Alpermann+Velte MTD TCU"
"VID_0403","PID_c8b9","Future Technology Devices International, Ltd","Alpermann+Velte MTD TCU 1HE"
"VID_0403","PID_c8ba","Future Technology Devices International, Ltd","Alpermann+Velte Rubidium H1"
"VID_0403","PID_c8bb","Future Technology Devices International, Ltd","Alpermann+Velte Rubidium H3"
"VID_0403","PID_c8bc","Future Technology Devices International, Ltd","Alpermann+Velte Rubidium S1"
"VID_0403","PID_c8bd","Future Technology Devices International, Ltd","Alpermann+Velte Rubidium T1"
"VID_0403","PID_c8be","Future Technology Devices International, Ltd","Alpermann+Velte Rubidium D1"
"VID_0403","PID_cc48","Future Technology Devices International, Ltd","Tactrix OpenPort 1.3 Mitsubishi"
"VID_0403","PID_cc49","Future Technology Devices International, Ltd","Tactrix OpenPort 1.3 Subaru"
"VID_0403","PID_cc4a","Future Technology Devices International, Ltd","Tactrix OpenPort 1.3 Universal"
"VID_0403","PID_cff8","Future Technology Devices International, Ltd","Amontec JTAGkey"
"VID_0403","PID_d010","Future Technology Devices International, Ltd","SCS PTC-IIusb"
